iteration,log_likelihood
1241,-303.859
1242,-303.859
1243,-303.859
1244,-303.859
1245,-303.859
1246,-303.859
1247,-303.859
1248,-303.859
1249,-303.859
1250,-303.859
1251,-303.859
1252,-303.859
1253,-303.859
1254,-303.859
1255,-303.859
1256,-303.859
1257,-303.859
1258,-303.859
1259,-303.859
1260,-303.859
1261,-303.859
1262,-303.859
1263,-303.859
1264,-303.859
1265,-303.859
1266,-303.859
1267,-303.859
1268,-303.859
1269,-303.859
1270,-303.859
1271,-303.859
1272,-303.859
1273,-303.859
1274,-303.859
1275,-303.859
1276,-303.859
1277,-303.859
1278,-303.859
1279,-303.859
1280,-303.859
1281,-303.859
1282,-303.859
1283,-303.859
1284,-303.859
1285,-303.859
1286,-303.859
1287,-303.859
1288,-303.859
1289,-303.859
1290,-303.859
1291,-303.859
1292,-303.859
1293,-303.859
1294,-303.859
1295,-303.859
1296,-303.859
1297,-303.859
1298,-303.859
1299,-303.859
1300,-303.859
1301,-303.859
1302,-303.859
1303,-303.859
1304,-303.859
1305,-303.859
1306,-303.859
1307,-303.859
1308,-303.859
1309,-303.859
1310,-303.859
1311,-303.859
1312,-303.859
1313,-303.859
1314,-303.859
1315,-303.859
1316,-303.859
1317,-303.859
1318,-303.859
1319,-303.859
1320,-303.859
1321,-303.859
1322,-303.859
1323,-303.859
1324,-303.859
1325,-303.859
1326,-303.859
1327,-303.859
1328,-303.859
1329,-303.859
1330,-303.859
1331,-303.859
1332,-303.859
1333,-303.859
1334,-303.859
1335,-303.859
1336,-303.859
1337,-303.859
1338,-303.859
1339,-303.859
1340,-303.859
1341,-303.859
1342,-303.859
1343,-303.859
1344,-303.859
1345,-303.859
1346,-303.859
1347,-303.859
1348,-303.859
1349,-303.859
1350,-303.859
1351,-303.859
1352,-303.859
1353,-303.859
1354,-303.859
1355,-303.859
1356,-303.859
1357,-303.859
1358,-303.859
1359,-303.859
1360,-303.859
1361,-303.859
1362,-303.859
1363,-303.859
1364,-303.859
1365,-303.859
1366,-303.859
1367,-303.859
1368,-303.859
1369,-303.859
1370,-303.859
1371,-303.859
1372,-303.859
1373,-303.859
1374,-303.859
1375,-303.859
1376,-303.859
1377,-303.859
1378,-303.859
1379,-303.859
1380,-303.859
1381,-303.859
1382,-303.859
1383,-303.859
1384,-303.859
1385,-303.859
1386,-303.859
1387,-303.859
1388,-303.859
1389,-303.859
1390,-303.859
1391,-303.859
1392,-303.859
1393,-303.859
1394,-303.859
1395,-303.859
1396,-303.859
1397,-303.859
1398,-303.859
1399,-303.859
1400,-303.859
1401,-303.859
1402,-303.859
1403,-303.859
1404,-303.859
1405,-303.859
1406,-303.859
1407,-303.859
1408,-303.859
1409,-303.859
1410,-303.859
1411,-303.859
1412,-303.859
1413,-303.859
1414,-303.859
1415,-303.859
1416,-303.859
1417,-303.859
1418,-303.859
1419,-303.859
1420,-303.859
1421,-303.859
1422,-303.859
1423,-303.859
1424,-303.859
1425,-303.859
1426,-303.859
1427,-303.859
1428,-303.859
1429,-303.859
1430,-303.859
1431,-303.859
1432,-303.859
1433,-303.859
1434,-303.859
1435,-303.859
1436,-303.859
1437,-303.859
1438,-303.859
1439,-303.859
1440,-303.859
1441,-303.859
1442,-303.859
1443,-303.859
1444,-303.859
